index,prediction,ground_truth
7997,yellow,yellow
7998,yes,yes
7999,lion,lion
8002,heart,heart
8004,yes,yes
8005,yes,yes
8006,yes,yes
8007,blue,blue
8008,yes,yes
8009,yes,yes
8012,pink,pink
8013,yes,yes
8014,blue,blue
8015,yes,yes
8016,yes,yes
8017,pink,pink
8018,yes,yes
8026,yes,yes
8027,pink,pink
8028,blue,blue
8030,pink,pink
8031,red,red
8032,yes,yes
8033,yes,yes
8035,yes,yes
8037,red,red
8038,yes,yes
8039,yes,yes
8040,h,h
8041,yes,yes
8043,peacock,peacock
8044,heart,heart
8046,yes,yes
8047,pink,pink
8048,yes,yes
8049,yes,yes
8052,yes,yes
8053,yes,yes
8054,yes,yes
8055,yes,yes
8056,yes,yes
8057,yes,yes
8058,red,red
8060,yes,yes
8061,yes,yes
8063,black,black
8064,black,black
8066,yes,yes
8067,yes,yes
8068,red,red
8069,green,green
8070,yes,yes
8071,yes,yes
8072,yes,yes
8073,yes,yes
8074,yes,yes
8075,yes,yes
8076,yes,yes
8077,red,red
8080,gold,gold
8082,yes,yes
8083,yes,yes
8085,yes,yes
8086,yes,yes
8087,yes,yes
8088,pink,pink
8090,heart,heart
8091,yes,yes
8092,pink,pink
8093,yes,yes
8094,yes,yes
8095,black,black
8097,yes,yes
8098,yes,yes
8099,yes,yes
8100,yes,yes
8101,n,n
8102,black,black
8103,yes,yes
8106,yes,yes
8107,yes,yes
8109,red,red
8110,red,red
8111,blue,blue
8112,yes,yes
8113,clear,clear
8115,blue,blue
8117,yes,yes
8118,yes,yes
8119,yes,yes
8120,yes,yes
8122,black,black
8124,yes,yes
8125,yes,yes
8126,yes,yes
8127,lion,lion
8128,red,red
8129,yes,yes
8130,red,red
8132,yes,yes
8136,yes,yes
8137,yes,yes
8138,yes,yes
8139,yes,yes
8140,black,black
8143,yes,yes
8144,yes,yes
8146,yes,yes
8148,black,black
8149,yes,yes
8150,yellow,yellow
8153,black,black
8154,yes,yes
8155,yes,yes
8156,hearts,hearts
8157,yes,yes
8159,yes,yes
8161,black,black
8162,yes,yes
8163,pink,pink
8164,yes,yes
8165,blue,blue
8166,yes,yes
8168,yes,yes
8169,panda,panda
8171,yes,yes
8172,heart,heart
8173,yes,yes
8174,yes,yes
8175,yes,yes
8177,yes,yes
8179,yes,yes
8181,yes,yes
8183,yes,yes
8184,yes,yes
8185,pink,pink
8186,yes,yes
8187,yes,yes
8188,lion,lion
8189,yes,yes
8190,red,red
8191,red,red
8192,yes,yes
8194,yes,yes
8197,yes,yes
8198,black,black
8205,pink,pink
8206,yes,yes
8207,yes,yes
8209,yes,yes
8210,yes,yes
8211,yes,yes
8214,yes,yes
8217,yes,yes
8218,yes,yes
8219,yes,yes
8220,yes,yes
8221,lion,lion
8224,wood,wood
8225,yes,yes
8226,yes,yes
8227,yes,yes
8228,white,white
8229,heart,heart
8231,red,red
8233,blue,blue
8234,yes,yes
8239,glitter,glitter
8240,yes,yes
8241,yes,yes
8243,yes,yes
8244,yes,yes
8245,yes,yes
8247,yes,yes
8248,yes,yes
8249,yes,yes
8250,blue,blue
8252,yes,yes
8260,yes,yes
8261,yes,yes
8263,yes,yes
8264,black,black
8265,yes,yes
8266,pink,pink
8267,yes,yes
8269,yes,yes
8271,yes,yes
8272,yes,yes
8273,yes,yes
8276,blue,blue
8278,yes,yes
8279,yes,yes
8280,black,black
8282,yes,yes
8285,black,black
8286,red,red
8287,yes,yes
8288,green,green
8289,yes,yes
8290,yes,yes
8291,yes,yes
8293,yes,yes
8294,yes,yes
8295,stone,stone
8296,yes,yes
8297,red,red
8298,yes,yes
8300,pink,pink
8302,yes,yes
8303,yes,yes
8305,yes,yes
8306,yes,yes
8308,c,c
8309,yes,yes
8310,yes,yes
8311,yes,yes
8312,blue,blue
8313,blue,blue
8314,yes,yes
8316,yes,yes
8317,black,black
8318,yes,yes
8320,black,black
8321,yes,yes
8323,yes,yes
8324,orange,orange
8325,yes,yes
8327,wood,wood
8328,yellow,yellow
8329,blue,blue
8331,yes,yes
8332,black,black
8333,yes,yes
8334,yes,yes
8335,yes,yes
8336,yes,yes
8337,yes,yes
8338,yes,yes
8340,yes,yes
8342,yes,yes
8343,yes,yes
8346,yes,yes
8348,yes,yes
8349,blue,blue
8350,yes,yes
8352,red,red
8353,yes,yes
8354,yes,yes
8355,yes,yes
8356,love,love
8357,yellow,yellow
8359,red,red
8361,pink,pink
8363,yes,yes
8364,yellow,yellow
8365,orange,orange
8367,yes,yes
8368,heart,heart
8369,yes,yes
8370,heart,heart
8371,yellow,yellow
8372,heart,heart
8374,butterfly,butterfly
8376,yes,yes
8377,yes,yes
8378,black,black
8379,yes,yes
8380,yes,yes
8381,yes,yes
8386,yes,yes
8387,triangle,triangle
8388,yes,yes
8389,yes,yes
8391,blue,blue
8392,gold,gold
8394,yes,yes
8396,blue,blue
8397,black,black
8398,yes,yes
8399,yes,yes
8400,yes,yes
8401,butterfly,butterfly
8403,orange,orange
8405,yes,yes
8407,yes,yes
8409,pink,pink
8410,yellow,yellow
8411,blue,blue
8413,black,black
8416,yes,yes
8418,yes,yes
8420,yes,yes
8421,black,black
8422,yes,yes
8423,yes,yes
8424,green,green
8425,yes,yes
8428,red,red
8429,black,black
8430,black,black
8431,black,black
8432,yes,yes
8433,yes,yes
8435,black,black
8436,blue,blue
8437,yes,yes
8439,yes,yes
8440,pink,pink
8441,yes,yes
8443,black,black
8444,blue,blue
8446,yes,yes
8448,yes,yes
8451,yes,yes
8452,red,red
8453,yes,yes
8454,black,black
8455,clear,clear
8459,yes,yes
8460,yes,yes
8462,unicorn,unicorn
8463,black,black
8464,yes,yes
8466,black,black
8467,yes,yes
8468,yes,yes
8470,yes,yes
8471,yes,yes
8472,yes,yes
8474,yes,yes
8475,purple,purple
8476,yes,yes
8477,yes,yes
8478,yes,yes
8479,yes,yes
8481,blue,blue
8482,yes,yes
8483,heart,heart
8486,yes,yes
8487,blue,blue
8488,black,black
8489,yes,yes
8490,orange,orange
8492,yes,yes
8493,yes,yes
8494,yes,yes
8495,yes,yes
8496,yes,yes
8498,yes,yes
8499,yes,yes
8500,yes,yes
8502,orange,orange
8503,orange,orange
8504,yes,yes
8505,yes,yes
8506,yes,yes
8507,yellow,yellow
8509,black,black
8510,yes,yes
8511,heart,heart
8513,yes,yes
8515,blue,blue
8516,yes,yes
8518,wood,wood
8519,yes,yes
8520,white,white
8521,blue,blue
8523,yes,yes
8524,pink,pink
8526,orange,orange
8527,black,black
8528,yes,yes
8529,yes,yes
8534,yes,yes
8535,black,black
8537,pink,pink
8538,yes,yes
8540,yes,yes
8541,yes,yes
8543,yes,yes
8545,yes,yes
8546,wood,wood
8547,yes,yes
8549,yes,yes
8550,yes,yes
8551,yes,yes
8554,gold,gold
8555,yes,yes
8556,blue,blue
8557,yes,yes
8558,yes,yes
8559,yes,yes
8560,heart,heart
8562,yes,yes
8563,yes,yes
8564,yes,yes
8566,yes,yes
8567,yes,yes
8568,black,black
8570,pink,pink
8571,yes,yes
8572,yes,yes
8573,yes,yes
8574,blue,blue
8575,yes,yes
8577,yes,yes
8578,yes,yes
8580,yes,yes
8582,tiger,tiger
8583,red,red
8584,yes,yes
8585,yellow,yellow
8586,red,red
8587,blue,blue
8588,yes,yes
8589,red,red
8591,yes,yes
8592,q,q
8593,pink,pink
8594,brown,brown
8595,yes,yes
8597,yes,yes
8598,yes,yes
8603,yes,yes
8604,yes,yes
8608,blue,blue
8609,yes,yes
8611,black,black
8612,orange,orange
8613,yes,yes
8614,yes,yes
8616,yes,yes
8618,yes,yes
8619,yes,yes
8621,black,black
8623,black,black
8624,blue,blue
8625,pink,pink
8627,yes,yes
8630,yes,yes
8631,yes,yes
8632,yes,yes
8633,black,black
8634,red,red
8635,purple,purple
8639,a,a
8640,yes,yes
8642,black,black
8645,yes,yes
8646,yes,yes
8647,yes,yes
8648,yes,yes
8649,yes,yes
8650,yes,yes
8651,pink,pink
8654,black,black
8655,yes,yes
8656,yes,yes
8657,yes,yes
8659,yes,yes
8662,heart,heart
8663,yes,yes
8664,yes,yes
8665,yes,yes
8667,yes,yes
8668,yes,yes
8670,yes,yes
8671,yes,yes
8672,yes,yes
8674,yes,yes
8675,yes,yes
8677,yes,yes
8678,yes,yes
8680,yes,yes
8681,yes,yes
8683,yes,yes
8685,blue,blue
8686,yes,yes
8687,yes,yes
8688,yes,yes
8689,yes,yes
8690,black,black
8691,red,red
8693,yes,yes
8694,yellow,yellow
8695,black,black
8696,yes,yes
8697,blue,blue
8698,pink,pink
8700,pink,pink
8701,yes,yes
8702,yes,yes
8704,yellow,yellow
8707,yes,yes
8710,yes,yes
8711,yes,yes
8712,black,black
8715,hearts,hearts
8718,yes,yes
8719,red,red
8720,heart,heart
8721,yes,yes
8722,bear,bear
8723,yes,yes
8724,yes,yes
8725,red,red
8726,yes,yes
8728,yes,yes
8729,yes,yes
8730,yes,yes
8732,yes,yes
8733,yes,yes
8734,yes,yes
8735,yes,yes
8736,yes,yes
8738,yes,yes
8739,blue,blue
8740,yellow,yellow
8743,yes,yes
8744,yes,yes
8746,red,red
8747,yes,yes
8748,yes,yes
8750,black,black
8752,yes,yes
8753,red,red
8755,yes,yes
8756,blue,blue
8757,yes,yes
8758,yes,yes
8759,blue,blue
8760,black,black
8761,peacock,peacock
8763,yes,yes
8764,yes,yes
8766,yes,yes
8769,woven,woven
8770,guitar,guitar
8773,yes,yes
8774,yes,yes
8775,yes,yes
8778,yes,yes
8779,red,red
8781,blue,blue
8782,yes,yes
8783,parrot,parrot
8784,goose,goose
8786,black,black
8787,yes,yes
8788,yes,yes
8789,black,black
8790,orange,orange
8791,yes,yes
8792,yes,yes
8793,yes,yes
8795,yes,yes
8796,yes,yes
8797,yes,yes
8798,yes,yes
8799,yes,yes
8800,orange,orange
8801,blue,blue
8802,yes,yes
8803,yellow,yellow
8804,yes,yes
8805,pink,pink
8806,black,black
8807,yes,yes
8808,yes,yes
8809,aries,aries
8813,black,black
8814,black,black
8815,black,black
8819,black,black
8820,yes,yes
8821,yes,yes
8823,purple,purple
8826,gold,gold
8827,yes,yes
8828,yes,yes
8829,yes,yes
8830,heart,heart
8831,yes,yes
8832,yes,yes
8833,pink,pink
8834,orange,orange
8835,pink,pink
8838,yes,yes
8839,lion,lion
8840,yes,yes
8841,yes,yes
8843,yes,yes
8844,black,black
8848,yes,yes
8849,yes,yes
8850,pink,pink
8851,yes,yes
8853,yes,yes
8856,yes,yes
8857,yes,yes
8858,yes,yes
8859,blue,blue
8860,yes,yes
8862,blue,blue
8864,black,black
8865,red,red
8867,heart,heart
8868,black,black
8869,yes,yes
8870,yes,yes
8871,yes,yes
8872,heart,heart
8874,yes,yes
8875,yes,yes
8876,yes,yes
8877,yes,yes
8878,yes,yes
8880,yes,yes
8882,yes,yes
8883,yes,yes
8885,blue,blue
8887,yes,yes
8888,black,black
8890,yes,yes
8891,red,red
8892,yes,yes
8893,yes,yes
8895,yes,yes
8900,black,black
8901,yes,yes
8902,yes,yes
8903,black,black
8906,pink,pink
8907,orange,orange
8909,black,black
8910,yellow,yellow
8911,yes,yes
8912,black,black
8914,yes,yes
8916,yes,yes
8917,yes,yes
8919,yes,yes
8920,blue,blue
8922,yes,yes
8927,yes,yes
8928,orange,orange
8929,yes,yes
8930,black,black
8931,yes,yes
8935,black,black
8936,yes,yes
8937,red,red
8938,yes,yes
8939,yes,yes
8940,yes,yes
8941,blue,blue
8943,yes,yes
8944,yes,yes
8946,yes,yes
8947,yes,yes
8948,yes,yes
8949,black,black
8950,yes,yes
8953,yes,yes
8954,black,black
8955,yes,yes
8957,yes,yes
8958,purple,purple
8959,heart,heart
8960,white,white
8961,yes,yes
8962,yellow,yellow
8963,s,s
8964,yes,yes
8966,yes,yes
8967,yes,yes
8968,yellow,yellow
8969,yes,yes
8970,yes,yes
8971,blue,blue
8972,yes,yes
8973,yes,yes
8974,yes,yes
8975,yes,yes
8976,yes,yes
8977,black,black
8978,yes,yes
8980,black,black
8982,green,green
8983,yes,yes
8984,yes,yes
8987,yes,yes
8990,pink,pink
8992,yellow,yellow
8993,yes,yes
8994,orange,orange
8995,yes,yes
8997,black,black
8998,red,red
9000,yes,yes
9003,blue,blue
9004,yellow,yellow
9006,yes,yes
9007,panda,panda
9008,white,white
9009,yes,yes
9011,white,white
9012,yes,yes
9014,autumn,autumn
9015,yes,yes
9016,black,black
9017,yes,yes
9018,yes,yes
9019,yes,yes
9021,brown,brown
9023,black,black
9027,yes,yes
9029,yes,yes
9031,gold,gold
9033,purple,purple
9035,yes,yes
9037,black,black
9039,blue,blue
9041,yes,yes
9042,purple,purple
9043,yellow,yellow
9045,pink,pink
9046,pink,pink
9048,yes,yes
9049,heart,heart
9050,yes,yes
9052,lion,lion
9053,yes,yes
9054,yes,yes
9056,black,black
9058,black,black
9062,blue,blue
9063,yes,yes
9064,yellow,yellow
9072,yes,yes
9073,brown,brown
9075,pink,pink
9077,black,black
9078,yes,yes
9079,yes,yes
9082,yellow,yellow
9083,red,red
9084,yes,yes
9085,yes,yes
9086,yes,yes
9087,yes,yes
9088,yes,yes
9089,red,red
9090,yes,yes
9091,yes,yes
9092,l,l
9094,lion,lion
9095,yes,yes
9096,yes,yes
9098,yes,yes
9100,yes,yes
9102,black,black
9103,yes,yes
9106,pink,pink
9109,yes,yes
9110,yes,yes
9113,pink,pink
9114,yes,yes
9116,purple,purple
9117,yes,yes
9120,black,black
9122,black,black
9123,yes,yes
9124,yes,yes
9125,blue,blue
9126,yes,yes
9128,yes,yes
9130,yes,yes
9132,yes,yes
9133,yes,yes
9134,yes,yes
9135,yes,yes
9136,pink,pink
9139,yes,yes
9140,black,black
9141,yes,yes
9143,yes,yes
9144,yes,yes
9146,pink,pink
9147,yes,yes
9149,orange,orange
9150,yes,yes
9151,yes,yes
9152,yes,yes
9153,black,black
9154,yes,yes
9155,yes,yes
9157,red,red
9158,yes,yes
9159,yes,yes
9160,black,black
9161,yes,yes
9162,yes,yes
9163,yes,yes
9164,tiger,tiger
9165,pink,pink
9166,yes,yes
9167,black,black
9169,yes,yes
9170,yes,yes
9171,yes,yes
9172,yes,yes
9173,yes,yes
9174,yes,yes
9177,tiger,tiger
9180,yes,yes
9182,yes,yes
9183,z,z
9184,yes,yes
9185,red,red
9186,black,black
9187,heart,heart
9189,yes,yes
9191,yellow,yellow
9192,gold,gold
9195,yellow,yellow
9196,blue,blue
9197,yes,yes
9198,gold,gold
9202,pink,pink
9204,yes,yes
9206,orange,orange
9207,yes,yes
9209,yes,yes
9210,yes,yes
9212,yes,yes
9213,yes,yes
9214,yes,yes
9215,yes,yes
9216,black,black
9217,yes,yes
9218,yes,yes
9219,yes,yes
9221,yes,yes
9222,yes,yes
9223,red,red
9226,red,red
9228,black,black
9230,x,x
9231,yes,yes
9232,yes,yes
9233,yes,yes
9234,yes,yes
9236,unicorn,unicorn
9237,pink,pink
9239,black,black
9241,green,green
9242,orange,orange
9243,yes,yes
9246,black,black
9251,blue,blue
9252,yes,yes
9254,yes,yes
9259,black,black
9260,yes,yes
9262,blue,blue
9266,green,green
9268,beige,beige
9270,brown,brown
9274,leather,leather
9275,red,red
9277,white,white
9278,green,green
9279,yes,yes
9282,black,black
9283,blue,blue
9284,round,round
9287,yes,yes
9288,black,black
9290,black,black
9292,yes,yes
9295,yellow,yellow
9297,yes,yes
9298,beige,beige
9299,red,red
9300,blue,blue
9303,black,black
9304,wood,wood
9305,yes,yes
9308,black,black
9309,yes,yes
9310,yes,yes
9311,yes,yes
9313,yes,yes
9314,yes,yes
9317,yes,yes
9318,black,black
9320,wood,wood
9325,blue,blue
9327,black,black
9328,yes,yes
9329,beige,beige
9331,yes,yes
9332,yes,yes
9334,blue,blue
9337,yes,yes
9339,yes,yes
9340,yes,yes
9341,yes,yes
9344,red,red
9345,blue,blue
9346,gray,gray
9348,black,black
9349,yes,yes
9350,black,black
9351,yes,yes
9353,yes,yes
9355,yes,yes
9357,blue,blue
9358,black,black
9360,yes,yes
9362,gray,gray
9363,gray,gray
9364,black,black
9366,yes,yes
9368,brown,brown
9369,black,black
9370,yes,yes
9371,yes,yes
9375,yes,yes
9376,yes,yes
9377,black,black
9382,black,black
9383,blue,blue
9384,yes,yes
9386,yes,yes
9387,blue,blue
9388,brown,brown
9389,yes,yes
9392,yes,yes
9394,yes,yes
9397,yes,yes
9402,red,red
9403,yes,yes
9404,yes,yes
9408,black,black
9409,beige,beige
9411,white,white
9412,yes,yes
9413,yes,yes
9414,black,black
9417,yes,yes
9418,black,black
9419,yes,yes
9420,wood,wood
9421,yes,yes
9422,yes,yes
9424,yes,yes
9425,yes,yes
9427,yes,yes
9429,yes,yes
9431,pink,pink
9432,navy,navy
9436,white,white
9438,black,black
9439,beige,beige
9440,blue,blue
9443,white,white
9444,green,green
9445,black,black
9446,yes,yes
9447,black,black
9450,black,black
9452,black,black
9454,gray,gray
9455,yes,yes
9457,gray,gray
9460,blue,blue
9461,yes,yes
9463,white,white
9464,yes,yes
9465,yes,yes
9466,blue,blue
9467,grey,grey
9468,black,black
9469,leather,leather
9471,yes,yes
9472,yes,yes
9473,yes,yes
9475,brown,brown
9476,yes,yes
9477,yes,yes
9478,orange,orange
9482,yes,yes
9483,gray,gray
9486,yes,yes
9488,green,green
9490,yes,yes
9491,yes,yes
9492,yes,yes
9493,white,white
9494,gray,gray
9495,white,white
9497,blue,blue
9498,grey,grey
9499,red,red
9500,yes,yes
9502,yes,yes
9503,black,black
9505,yes,yes
9506,brown,brown
9508,yes,yes
9509,yes,yes
9510,black,black
9511,blue,blue
9512,white,white
9515,yes,yes
9519,black,black
9520,white,white
9522,yes,yes
9525,blue,blue
9526,black,black
9527,yes,yes
9528,white,white
9529,yes,yes
9531,yes,yes
9532,grey,grey
9537,beige,beige
9540,yellow,yellow
9542,yes,yes
9546,yes,yes
9548,yes,yes
9549,yes,yes
9551,black,black
9554,yes,yes
9556,yes,yes
9557,blue,blue
9559,black,black
9561,round,round
9563,black,black
9566,yes,yes
9567,red,red
9571,white,white
9572,blue,blue
9573,brown,brown
9574,gray,gray
9575,beige,beige
9578,yes,yes
9579,yes,yes
9580,beige,beige
9581,gray,gray
9582,beige,beige
9588,yes,yes
9589,yes,yes
9591,white,white
9592,yes,yes
9595,black,black
9596,white,white
9598,yes,yes
9599,herringbone,herringbone
9600,black,black
9603,green,green
9604,pink,pink
9606,round,round
9608,round,round
9611,pink,pink
9614,yes,yes
9618,blue,blue
9621,turtle,turtle
9623,square,square
9624,pink,pink
9625,yes,yes
9626,pink,pink
9627,silver,silver
9628,yes,yes
9630,oval,oval
9633,blue,blue
9634,purple,purple
9638,heart,heart
9645,blue,blue
9647,cross,cross
9648,yes,yes
9651,round,round
9652,green,green
9653,blue,blue
9654,gold,gold
9655,pink,pink
9658,square,square
9660,round,round
9662,silver,silver
9663,green,green
9665,yes,yes
9670,green,green
9678,pink,pink
9679,pink,pink
9680,oval,oval
9681,pink,pink
9683,purple,purple
9687,blue,blue
9688,blue,blue
9690,yes,yes
9691,cross,cross
9692,pink,pink
9695,green,green
9697,purple,purple
9699,round,round
9706,blue,blue
9707,cross,cross
9710,green,green
9711,round,round
9716,blue,blue
9717,heart,heart
9718,cross,cross
9719,round,round
9723,yes,yes
9725,round,round
9726,yes,yes
9727,yes,yes
9732,oval,oval
9734,blue,blue
9735,red,red
9736,yes,yes
9743,yes,yes
9744,round,round
9745,yes,yes
9750,cross,cross
9752,round,round
9754,cross,cross
9756,cross,cross
9762,green,green
9764,green,green
9765,yes,yes
9769,pink,pink
9773,yes,yes
9774,blue,blue
9778,round,round
9789,round,round
9793,blue,blue
9794,yes,yes
9795,blue,blue
9797,round,round
9800,silver,silver
9809,yes,yes
9810,round,round
9814,yes,yes
9815,yes,yes
9816,yes,yes
9817,yes,yes
9818,yes,yes
9821,round,round
9827,round,round
9829,blue,blue
9832,pink,pink
9833,square,square
9836,round,round
9838,red,red
9839,blue,blue
9840,square,square
9842,yes,yes
9845,blue,blue
9846,pink,pink
9853,purple,purple
9855,yes,yes
9857,round,round
9860,yes,yes
9862,silver,silver
9863,yes,yes
9864,round,round
9874,round,round
9876,green,green
9885,round,round
9886,yes,yes
9891,oval,oval
9892,green,green
9893,yes,yes
9895,yes,yes
9898,round,round
9899,yes,yes
9900,round,round
9903,yes,yes
9904,yes,yes
9907,round,round
9909,square,square
9912,round,round
9916,round,round
9917,round,round
9918,pink,pink
9919,round,round
9922,yes,yes
9923,round,round
9924,yes,yes
9926,yes,yes
9927,blue,blue
9928,pink,pink
9929,round,round
9930,blue,blue
9933,round,round
9934,yes,yes
9936,yes,yes
9940,round,round
9947,round,round
9948,butterfly,butterfly
9949,round,round
9950,round,round
9951,round,round
9954,silver,silver
9955,oval,oval
9962,red,red
9964,yes,yes
9969,round,round
9970,yes,yes
9971,round,round
9977,black,black
9980,blue,blue
9982,yes,yes
9986,round,round
9988,yes,yes
9991,round,round
9995,round,round
9996,round,round
9998,yes,yes
10000,green,green
10001,round,round
10002,round,round
10003,green,green
10008,round,round
10011,yes,yes
10012,white,white
10018,yes,yes
10019,yes,yes
10020,round,round
10022,yes,yes
10026,purple,purple
10027,red,red
10030,yes,yes
10031,yes,yes
10034,round,round
10036,round,round
10037,yes,yes
10040,yes,yes
10041,round,round
10048,square,square
10049,round,round
10050,yes,yes
10053,yes,yes
10054,round,round
10057,round,round
10061,round,round
10062,red,red
10064,yes,yes
10067,yes,yes
10071,round,round
10074,yes,yes
10076,silver,silver
10078,heart,heart
10079,yes,yes
10081,yes,yes
10082,yes,yes
10086,silver,silver
10087,silver,silver
10093,silver,silver
10094,yes,yes
10095,yes,yes
10096,yes,yes
10098,yes,yes
10101,green,green
10106,heart,heart
10109,gold,gold
10110,yes,yes
10111,yellow,yellow
10112,yes,yes
10114,yes,yes
10117,yes,yes
10122,blue,blue
10123,gold,gold
10126,yes,yes
10129,heart,heart
10131,yes,yes
10132,heart,heart
10136,yes,yes
10138,silver,silver
10143,yes,yes
10145,white,white
10146,brown,brown
10152,heart,heart
10155,silver,silver
10156,yes,yes
10165,silver,silver
10166,heart,heart
10167,yes,yes
10168,gold,gold
10171,yes,yes
10172,yes,yes
10176,yes,yes
10177,yes,yes
10179,heart,heart
10180,silver,silver
10181,butterfly,butterfly
10185,pink,pink
10187,heart,heart
10188,yes,yes
10190,heart,heart
10192,yes,yes
10194,yes,yes
10197,silver,silver
10201,black,black
10202,dolphin,dolphin
10204,yes,yes
10205,gold,gold
10207,yes,yes
10208,yes,yes
10209,elephant,elephant
10211,blue,blue
10212,yes,yes
10214,yes,yes
10215,yes,yes
10216,yes,yes
10218,heart,heart
10221,yes,yes
10223,yes,yes
10224,yes,yes
10229,yes,yes
10233,yes,yes
10234,yes,yes
10238,yes,yes
10241,yes,yes
10245,heart,heart
10246,black,black
10248,yes,yes
10250,yes,yes
10251,yes,yes
10252,yes,yes
10255,dolphin,dolphin
10258,yes,yes
10262,yes,yes
10267,yes,yes
10268,silver,silver
10273,yellow,yellow
10276,yes,yes
10277,yes,yes
10278,black,black
10282,infinity,infinity
10284,yes,yes
10287,cross,cross
10288,round,round
10289,silver,silver
10291,yes,yes
10293,yes,yes
10296,yes,yes
10297,heart,heart
10299,cross,cross
10300,green,green
10301,yes,yes
10303,yes,yes
10309,black,black
10310,yes,yes
10311,yes,yes
10312,yes,yes
10314,silver,silver
10315,yes,yes
10320,silver,silver
10322,yes,yes
10325,yes,yes
10331,yes,yes
10334,yes,yes
10339,yes,yes
10347,yes,yes
10349,heart,heart
10350,silver,silver
10353,pink,pink
10354,yes,yes
10356,yes,yes
10358,yes,yes
10359,yes,yes
10360,yes,yes
10361,silver,silver
10363,yes,yes
10364,yes,yes
10368,unicorn,unicorn
10369,heart,heart
10370,silver,silver
10372,yes,yes
10373,yes,yes
10376,silver,silver
10377,yes,yes
10379,green,green
10380,yes,yes
10381,heart,heart
10384,yes,yes
10385,yes,yes
10387,silver,silver
10390,yes,yes
10391,gold,gold
10392,blue,blue
10393,heart,heart
10394,yes,yes
10395,white,white
10396,apple,apple
10398,yes,yes
10401,yes,yes
10404,yes,yes
10405,yes,yes
10409,yes,yes
10411,yes,yes
10412,bee,bee
10419,yes,yes
10423,yes,yes
10430,yes,yes
10431,yes,yes
10432,round,round
10434,yes,yes
10437,yes,yes
10438,yes,yes
10442,yes,yes
10445,yes,yes
10448,yes,yes
10449,round,round
10451,green,green
10452,yes,yes
10453,yes,yes
10454,yes,yes
10462,round,round
10464,yes,yes
10466,yes,yes
10468,yes,yes
10469,yes,yes
10472,yes,yes
10474,yes,yes
10475,yes,yes
10476,yes,yes
10477,yes,yes
10482,green,green
10483,yes,yes
10485,yes,yes
10486,yes,yes
10487,yes,yes
10491,yes,yes
10492,yes,yes
10494,white,white
10495,yes,yes
10496,yes,yes
10498,oval,oval
10500,yes,yes
10502,yes,yes
10506,yes,yes
10507,purple,purple
10508,round,round
10509,yes,yes
10512,yes,yes
10518,yes,yes
10520,blue,blue
10521,yes,yes
10527,round,round
10528,white,white
10529,white,white
10531,yes,yes
10532,yes,yes
10536,red,red
10541,yes,yes
10542,yes,yes
10545,yes,yes
10546,yes,yes
10548,yes,yes
10555,yes,yes
10557,yes,yes
10558,pink,pink
10561,yes,yes
10562,blue,blue
10564,yes,yes
10566,oval,oval
10570,yes,yes
10572,yes,yes
10575,yes,yes
10578,yes,yes
10579,yes,yes
10584,yes,yes
10585,green,green
10586,yes,yes
10587,yes,yes
10590,yes,yes
10591,yes,yes
10596,yes,yes
10597,yes,yes
10599,yes,yes
10601,red,red
10608,yes,yes
10610,yes,yes
10613,purple,purple
10614,pink,pink
10615,yes,yes
10618,white,white
10619,round,round
10621,red,red
10622,yes,yes
10624,yes,yes
10628,yes,yes
10630,yes,yes
10636,blue,blue
10638,yellow,yellow
10640,yes,yes
10643,yes,yes
10645,yes,yes
10650,yes,yes
10654,yes,yes
10655,yes,yes
10656,yes,yes
10658,yes,yes
10660,yes,yes
10666,green,green
10672,yes,yes
10678,yes,yes
10679,orange,orange
10683,yes,yes
10685,yes,yes
10688,yes,yes
10692,white,white
10693,round,round
10696,yes,yes
10711,yes,yes
10712,yes,yes
10713,pineapple,pineapple
10715,black,black
10716,yes,yes
10717,yes,yes
10734,yes,yes
10739,yes,yes
10741,green,green
10743,orange,orange
10744,white,white
10749,yes,yes
10757,yes,yes
10760,yes,yes
10762,yes,yes
10763,yes,yes
10765,yes,yes
10769,yes,yes
10771,green,green
10773,yes,yes
10774,round,round
10779,yes,yes
10780,yes,yes
10781,brown,brown
10786,red,red
10788,red,red
10796,yes,yes
10802,yes,yes
10806,yes,yes
10807,yes,yes
10809,yes,yes
10810,yes,yes
10811,yes,yes
10812,orange,orange
10813,wood,wood
10827,yes,yes
10830,yes,yes
10834,yes,yes
10839,yes,yes
10840,yellow,yellow
10848,yes,yes
10850,blue,blue
10856,brown,brown
10864,black,black
10865,yes,yes
10866,white,white
10867,white,white
10868,yes,yes
10869,red,red
10871,black,black
10874,orange,orange
10879,yes,yes
10880,cashews,cashews
10885,green,green
10888,yes,yes
10890,yes,yes
10891,yes,yes
10893,yes,yes
10895,white,white
10898,yes,yes
10899,yes,yes
10903,brown,brown
10904,red,red
10908,yes,yes
10912,red,red
10916,blue,blue
10928,yes,yes
10936,green,green
10939,yes,yes
10945,yes,yes
10946,yes,yes
10947,yes,yes
10948,yes,yes
10952,yes,yes
10954,yes,yes
10957,green,green
10958,yes,yes
10959,green,green
10963,yes,yes
10964,yes,yes
10968,yes,yes
10972,yes,yes
10973,yes,yes
10976,paper,paper
10978,yes,yes
10981,yes,yes
10984,yes,yes
10994,yes,yes
10995,green,green
10996,yes,yes
11000,yes,yes
11002,yes,yes
11003,yes,yes
11006,blue,blue
