index,prediction,ground_truth
12794,yes,yes
12795,square,square
12796,yes,yes
12798,yes,yes
12800,yes,yes
12801,yes,yes
12802,the doorknob is a round knob with a,round
12804,green,green
12806,yes,yes
12810,yes,yes
12811,white,white
12812,yes,yes
12814,its a square,square
12817,yes,yes
12823,yes,yes
12825,yes,yes
12829,yes,yes
12837,yellow,yellow
12840,yes,yes
12844,yes,yes
12845,orange,orange
12846,yes,yes
12854,,yellow
12856,yes,yes
12859,black,black
12862,blue,blue
12865,blue,blue
12866,green,green
12867,they are red,red
12871,black,black
12872,yes,yes
12874,white,white
12875,yes,yes
12877,the bottles are red,red
12878,yes,yes
12881,yes,yes
12884,white,white
12886,white,white
12887,red,red
12889,yes,yes
12892,green,green
12893,yes,yes
12895,yes,yes
12898,yes,yes
12900,yes,yes
12907,yellow,yellow
12910,yes,yes
12912,yes,yes
12913,yes,yes
12917,yes,yes
12920,yes,yes
12921,yes,yes
12923,its yellow,yellow
12924,yes,yes
12925,black,black
12926,black,black
12927,yes,yes
12928,yes,yes
12929,red,red
12930,black,black
12931,yes,yes
12933,black,black
12934,black,black
12935,yes,yes
12936,yes,yes
12937,white,white
12938,yes,yes
12940,blue,blue
12942,black,black
12943,beige,beige
12944,yes,yes
12947,yes,yes
12948,yes,yes
12950,orange,orange
12951,black,black
12952,yes,yes
12953,yes,yes
12954,black,black
12956,the dresser is a dark brown,brown
12958,yes,yes
12959,its a dark green,green
12960,yellow,yellow
12964,silver,silver
12967,yes,yes
12968,black,black
12969,black,black
12970,black,black
12971,black,black
12972,yes,yes
12973,black,black
12974,round,round
12975,round,round
12977,black,black
12978,black,black
12982,yes,yes
12984,yes,yes
12985,brown,brown
12987,black,black
12988,white,white
12989,white,white
12991,white,white
12993,the pretzels are brown,brown
12994,yes,yes
12995,black,black
12996,yes,yes
12998,white,white
12999,yes,yes
13000,black,black
13002,yes,yes
13003,yellow,yellow
13004,black,black
13006,yes,yes
13007,yes,yes
13009,yes,yes
13011,red,red
13012,yes,yes
13016,yes,yes
13018,black,black
13020,yes,yes
13021,chocolate,chocolate
13023,black,black
13024,grey,grey
13027,yes,yes
13029,black,black
13031,white,white
13033,black,black
13035,yellow,yellow
13036,brown,brown
13037,clear glass,glass
13038,yes,yes
13039,its a square,square
13040,white,white
13041,metal,metal
13042,white,white
13043,black,black
13046,round,round
13047,black,black
13048,round,round
13050,yes,yes
13051,yes,yes
13053,black,black
13057,yes,yes
13058,yes,yes
13059,its green,green
13060,red,red
13061,white,white
13062,laptop,laptop
13063,yes,yes
13064,yes,yes
13065,yes,yes
13066,yes,yes
13067,beige,beige
13069,yes,yes
13070,black,black
13071,the cartridge holder is a rectangular shape,rectangular
13072,black,black
13073,,blue
13076,black,black
13077,blue,blue
13079,black,black
13080,orange,orange
13082,pink,pink
13084,black,black
13085,black,black
13086,yes,yes
13087,yes,yes
13088,white,white
13089,red,red
13091,brown,brown
13092,blue,blue
13094,yes,yes
13095,silver,silver
13096,yes,yes
13097,black,black
13098,black,black
13099,yes,yes
13100,red,red
13101,yes,yes
13102,moose,moose
13103,the package is white,white
13107,black,black
13108,yes,yes
13109,yes,yes
13110,leather,leather
13111,black,black
13112,black,black
13113,yes,yes
13114,yes,yes
13117,they are made of plastic,plastic
13119,yes,yes
13120,gray,gray
13121,cube,cube
13123,yes,yes
13124,yes,yes
13125,blue,blue
13126,black,black
13127,yes,yes
13128,blue,blue
13130,gray,gray
13132,black,black
13135,yes,yes
13136,black,black
13137,wood,wood
13138,gray,gray
13139,yes,yes
13140,black,black
13141,white,white
13143,white,white
13148,,cylindrical
13149,black,black
13152,red,red
13153,black,black
13154,yes,yes
13155,white,white
13156,they are silver,silver
13159,yes,yes
13162,yes,yes
13163,black,black
13164,its a light gray,gray
13166,yes,yes
13167,black,black
13168,,purple
13169,yes,yes
13170,black,black
13171,white,white
13172,they are white,white
13173,yes,yes
13174,yes,yes
13175,blue,blue
13176,black,black
13177,white,white
13178,black,black
13179,it is a square shape,square
13180,yes,yes
13181,yes,yes
13182,black,black
13184,yes,yes
13185,white,white
13186,round,round
13187,its brown,brown
13189,blue,blue
13191,silver,silver
13192,yes,yes
13193,purple,purple
13194,white,white
13195,yes,yes
13196,yes,yes
13197,yes,yes
13198,yes,yes
13199,black,black
13201,the pattern is a leopard print,leopard
13202,black,black
13205,silver,silver
13206,black,black
13209,white,white
13210,yes,yes
13213,its a dark purple,purple
13214,gray,gray
13215,white,white
13216,yes,yes
13220,yes,yes
13221,yes,yes
13222,the contents are brown,brown
13223,white,white
13224,black,black
13225,black,black
13226,black,black
13228,black,black
13229,black,black
13230,yes,yes
13231,black,black
13234,white,white
13235,yes,yes
13238,yes,yes
13241,glass,glass
13242,blue,blue
13243,purple,purple
13245,white,white
13246,mango,mango
13247,red,red
13248,black,black
13250,blue,blue
13251,a wolf,wolf
13252,pink lemonade drink mix,pink
13254,green,green
13255,black,black
13258,black,black
13259,blue,blue
13261,green,green
13266,white,white
13267,green tea powder,green
13268,green,green
13270,brown,brown
13271,black,black
13273,black,black
13275,yes,yes
13279,white,white
13280,white,white
13281,brown,brown
13282,black,black
13284,black,black
13285,yes,yes
13287,white,white
13290,pink,pink
13291,its a bright red,red
13292,navy,navy
13293,it is a rectangular shape,rectangular
13294,black,black
13296,brown,brown
13299,yellow,yellow
13302,white,white
13303,orange,orange
13304,black,black
13305,yes,yes
13306,yes,yes
13307,black,black
13309,the flatware is silver,silver
13310,square,square
13312,yes,yes
13315,yes,yes
13317,yes,yes
13318,white,white
13319,white,white
13321,black,black
13322,black,black
13323,white,white
13325,black,black
13327,yes,yes
13329,black,black
13333,yes,yes
13334,white,white
13336,yes,yes
13338,yes,yes
13340,white,white
13341,yellow gold,gold
13343,white,white
13344,black,black
13345,black,black
13346,,rectangular
13347,black,black
13349,black,black
13350,black,black
13351,yes,yes
13352,black,black
13353,black,black
13354,white,white
13357,black,black
13358,white,white
13359,yes,yes
13360,yes,yes
13363,yes,yes
13365,its a dark red,red
13366,the liquid is blue,blue
13367,black,black
13368,gold,gold
13371,yes,yes
13372,yes,yes
13373,yes,yes
13375,black,black
13376,yes,yes
13377,they are round,round
13378,blue,blue
13381,yes,yes
13383,black,black
13387,black,black
13388,yes,yes
13390,dark brown,brown
13391,green,green
13392,black,black
13393,black,black
13396,yes,yes
13398,blue,blue
13400,white,white
13401,wood,wood
13402,the boxes are square with handles on the sides,square
13405,silver,silver
13407,they are brown,brown
13408,black,black
13411,the color of the poultry is white,white
13414,black,black
13417,red,red
13418,its yellow,yellow
13419,gray,gray
13421,blue,blue
13424,white,white
13425,yes,yes
13426,purple,purple
13428,white,white
13430,white,white
13431,white,white
13433,black,black
13435,its pink,pink
13436,black,black
13437,black,black
13438,white,white
13439,the pattern is a leopard print,leopard
13441,yes,yes
13442,black,black
13443,black,black
13444,white,white
13445,red,red
13447,black,black
13448,blue,blue
13449,yellow,yellow
13453,yes,yes
13454,its a light green,green
13455,black,black
13456,black,black
13458,yes,yes
13460,black,black
13462,silver,silver
13463,amazonbasics white labels,white
13465,round,round
13467,black,black
13468,the zipper,zipper
13469,blue,blue
13470,yes,yes
13471,green,green
13472,green,green
13474,chicken tenders,chicken
13475,yes,yes
13478,its yellow gold,gold
13479,yes,yes
13480,brown,brown
13481,ground coffee,ground
13482,yes,yes
13483,white,white
13484,black,black
13485,green,green
13486,it is a star,star
13487,the bottle is white,white
13491,yes,yes
13492,yes,yes
13493,chicken wings,wings
13497,yes,yes
13499,its a circle,circle
13502,black,black
13503,black,black
13504,black,black
13505,white,white
13506,yes,yes
13508,black,black
13510,yes,yes
13511,white,white
13512,black,black
13513,clear,clear
13514,pink,pink
13515,round,round
13516,yes,yes
13517,silver,silver
13519,black,black
13521,white,white
13522,black,black
13523,yes,yes
13524,black,black
13526,yes,yes
13527,black,black
13528,pink,pink
13529,yes,yes
13530,black,black
13533,yes,yes
13535,brown,brown
13537,black,black
13538,blue,blue
13539,white,white
13541,grey,grey
13542,yes,yes
13545,yes,yes
13546,black,black
13547,yes,yes
13548,yes,yes
13549,,cross
13551,black,black
13552,blue,blue
13553,yes,yes
13554,red,red
13556,yes,yes
13557,red wine vinegar,red
13559,yellow and white,white
13560,silver,silver
13561,,circle
13563,blue,blue
13564,white,white
13566,white,white
13568,lavender,lavender
13570,theyre all white,white
13572,yes,yes
13574,yes,yes
13576,white,white
13577,yes,yes
13578,black,black
13581,yes,yes
13582,blue,blue
13583,yes,yes
13584,white,white
13586,happy bell delux mixed nuts,nuts
13587,white,white
13588,yes,yes
13589,yes,yes
13593,its a round clock,round
13595,black,black
13596,yes,yes
13601,yes,yes
13605,pink,pink
13606,yes,yes
13607,yes,yes
13610,white,white
13612,blue,blue
13613,yes,yes
13614,yes,yes
13615,they are all white,white
13616,yes,yes
13618,white,white
13619,black,black
13620,yes,yes
13621,yes,yes
13623,yes,yes
13624,blue,blue
13625,square,square
13626,white,white
13627,,rectangular
13628,yes,yes
13629,black,black
13631,black,black
13632,red,red
13633,yes,yes
13634,yes,yes
13636,yes,yes
13638,its a square,square
13639,yes,yes
13640,green,green
13641,black,black
13642,black,black
13643,yes,yes
13644,glass,glass
13645,black,black
13646,white,white
13649,its a white bottle with a picture of a,white
13652,the shape of the overall artwork is square,square
13655,yes,yes
13656,yes,yes
13660,they are round,round
13661,green,green
13662,black,black
13665,this is a round hole for a bolt,round
13666,black,black
13667,white,white
13669,plastic,plastic
13670,its a square,square
13674,black,black
13675,yes,yes
13677,yellow,yellow
13682,the sandal is made of leather,leather
13683,yes,yes
13685,black,black
13686,brown,brown
13688,black,black
13689,black,black
13690,yellow,yellow
13691,yes,yes
13695,black,black
13696,the seats are square,square
13697,red,red
13701,the pendant is a round blue topaz,round
13703,blue,blue
13704,white,white
13705,red,red
13707,black,black
13709,the color of the blanket is blue,blue
13710,beige,beige
13711,white,white
13712,it is a clear bottle,clear
13713,black and white plaid,plaid
13715,yes,yes
13717,black,black
13719,they are white,white
13722,yes,yes
13724,black,black
13725,yes,yes
13726,yes,yes
13727,yes,yes
13729,black,black
13730,yes,yes
13731,black,black
13732,yes,yes
13734,yes,yes
13735,black,black
13736,white,white
13737,yes,yes
13738,green,green
13742,white,white
13743,brown,brown
13744,rectangle,rectangle
13746,black,black
13750,purple,purple
13751,black,black
13752,they are white,white
13754,yes,yes
13755,blue,blue
13756,yes,yes
13758,green,green
13760,its a square,square
13762,yes,yes
13763,yes,yes
13764,yes,yes
13765,white,white
13766,the pendant is a cross,cross
13767,black,black
13768,black,black
13770,wood,wood
13772,white,white
13773,red,red
13777,its pink,pink
13778,black,black
13779,black,black
13781,a cow,cow
13782,silver,silver
13784,yes,yes
13785,black,black
13786,white,white
13788,black,black
13789,black,black
13790,black,black
13791,yes,yes
13792,black,black
13793,black,black
13795,yes,yes
13796,square,square
13797,yes,yes
13798,a pumpkin,pumpkin
13799,white,white
13800,white,white
13804,black,black
13805,black,black
13808,white,white
13809,round,round
13810,black,black
13813,gold,gold
13814,red,red
13815,black,black
13817,its gray,gray
13819,black,black
13820,black,black
13821,yes,yes
13822,orange,orange
13823,blue,blue
13825,the pattern is a snake skin print,snake
13827,black,black
13830,white,white
13832,the liner is a rectangle,rectangle
13835,its a rectangle,rectangle
13836,black,black
13838,yes,yes
13839,black,black
13841,black,black
13843,yes,yes
13844,yes,yes
13845,brown,brown
13846,yes,yes
13847,yes,yes
13849,black,black
13850,dark brown,brown
13851,blue,blue
13852,yes,yes
13853,white,white
13855,green,green
13856,black,black
13857,yes,yes
13858,yes,yes
13859,white,white
13864,black,black
13866,it is a round face,round
13867,white,white
13868,black,black
13870,yes,yes
13871,white,white
13876,yes,yes
13877,black,black
13878,white,white
13879,yes,yes
13880,yes,yes
13882,black,black
13883,black,black
13884,yes,yes
13885,yes,yes
13886,white,white
13887,yes,yes
13888,yes,yes
13889,,wood
13890,black,black
13892,gray,gray
13893,black,black
13896,white,white
13897,black,black
13898,yes,yes
13900,black,black
13901,black,black
13903,it is olive green,olive
13904,white,white
13905,solid wood,wood
13906,yes,yes
13908,yes,yes
13910,heart,heart
13911,yes,yes
13915,yes,yes
13919,yes,yes
13920,black,black
13923,white,white
13924,they are red,red
13925,white,white
13926,green,green
13928,yes,yes
13930,yes,yes
13931,brown,brown
13932,black,black
13933,yes,yes
13935,round,round
13937,blue,blue
13938,yes,yes
13939,black,black
13940,yes,yes
13941,green,green
13942,,teal
13944,black,black
13945,yellow,yellow
13946,black,black
13947,black,black
13949,sweet salty kettle corn,corn
13950,black,black
13951,black,black
13952,the tip is a rounded rectangle,round
13953,black,black
13954,black,black
13955,yes,yes
13957,white,white
13959,black,black
13960,green,green
13961,yes,yes
13962,yes,yes
13964,black,black
13965,yes,yes
13966,red,red
13967,yes,yes
13968,black,black
13969,round,round
13970,yes,yes
13971,yes,yes
13972,yes,yes
13974,yes,yes
13976,yes,yes
13977,black,black
13978,yes,yes
13979,the clock is round,round
13980,black,black
13981,yes,yes
13982,white,white
13984,yes,yes
13987,yes,yes
13989,yes,yes
13991,yes,yes
13992,black,black
13993,yes,yes
13997,yes,yes
13998,yes,yes
14001,blue,blue
14002,black,black
14003,red,red
14004,gray,gray
14006,white,white
14008,black,black
14010,yes,yes
14012,,round
14013,black,black
14014,black,black
14015,white,white
14016,yes,yes
14017,yes,yes
14019,white,white
14020,black,black
14021,yes,yes
14024,white,white
14025,the heel is square,square
14026,white,white
14028,wood,wood
14029,blue,blue
14030,yes,yes
14034,yes,yes
14036,black,black
14037,black,black
14038,black,black
14039,black,black
14042,yes,yes
14043,the rack is a rectangular steel frame with a metal,rectangular
14045,yes,yes
14046,the wheels are round,round
14047,yes,yes
14048,yes,yes
14051,black,black
14052,black,black
14053,black and red,black
14054,yes,yes
14055,yes,yes
14057,black,black
14058,white,white
14059,yes,yes
14060,yes,yes
14063,yes,yes
14064,blue,blue
14071,orange zest,orange
14072,it is a circle,circle
14073,brown,brown
14074,blue,blue
14077,black,black
14079,brown,brown
14080,purple,purple
14081,yes,yes
14082,blue,blue
14083,yes,yes
14085,white,white
14086,black,black
14088,red,red
14089,yes,yes
14091,brown,brown
14094,black,black
14095,black,black
14097,,crosses
14098,its a star,star
14100,black,black
14101,red,red
14102,yes,yes
14103,yes,yes
14105,white,white
14106,gray,gray
14107,the box is white with a yellow label,yellow
14108,black,black
14109,yes,yes
14111,black,black
14112,black,black
14114,yes,yes
14115,blue,blue
14116,black,black
14117,black,black
14118,the wheels are round,round
14119,black,black
14120,they are round,round
14122,yes,yes
14123,its a horseshoe shape,horseshoe
14124,white,white
14125,yes,yes
14126,yes,yes
14127,it is a round shape,round
14128,yes,yes
14129,yes,yes
14130,yes,yes
14132,green,green
14133,,round
14134,blue,blue
14135,white,white
14136,black,black
14139,black,black
14140,white,white
14142,yes,yes
14143,white,white
14144,rooster,rooster
14145,black,black
14146,yes,yes
14148,black,black
14149,yes,yes
14150,yes,yes
14151,yes,yes
14152,the legs are black,black
14154,white,white
14156,black,black
14157,the objects main purpose is to carry laundry,laundry
14159,yes,yes
14161,green,green
14162,blue,blue
14163,blue,blue
14164,black,black
14165,yes,yes
14166,white,white
14168,yes,yes
14172,yes,yes
14175,dark gray,gray
14177,yes,yes
14178,yes,yes
14179,the topmost color is blue,blue
14180,yes,yes
14181,blue,blue
14183,green,green
14186,white,white
14187,yes,yes
14188,purple,purple
14189,brown,brown
14190,red,red
14191,yes,yes
14192,the flatwares color is silver,silver
14195,yes,yes
14198,white,white
14199,blue,blue
14200,yes,yes
14201,black,black
14202,black,black
14203,its square,square
14204,yes,yes
14205,red,red
14207,blue,blue
14208,beige,beige
14209,yes,yes
14211,black,black
14212,white,white
14213,silver,silver
14216,black,black
14217,black,black
14219,it is a round watch face,round
14221,yes,yes
14222,it is a rectangular wardrobe,rectangular
14225,black,black
14226,yes,yes
14229,black,black
14230,yes,yes
14231,yes,yes
14232,yes,yes
14233,red,red
14234,they are black,black
14235,leather,leather
14236,brown,brown
14238,yes,yes
14239,black,black
14240,blue,blue
14243,black,black
14244,yes,yes
14246,yes,yes
14247,blue,blue
14248,yes,yes
14249,mint green,green
14250,yes,yes
14251,yes,yes
14252,black,black
14253,black,black
14255,yes,yes
14256,black,black
14257,white,white
14258,it is a rectangular shape,rectangular
14259,yes,yes
14260,black,black
14261,black,black
14262,yes,yes
14263,its a blue bottle with a white label,white
14264,yes,yes
14266,yes,yes
14267,black,black
14268,brown,brown
14269,yes,yes
14270,white,white
14271,blue,blue
14272,yes,yes
14274,the loaves are rectangular,rectangular
14277,yellow,yellow
14278,round,round
14282,yes,yes
14283,black,black
14285,grey pink black white and grey,pink
14286,they are round,round
14287,black,black
14288,yes,yes
14291,brown,brown
14292,black,black
14293,leather,leather
14294,orange,orange
14295,black,black
14296,blue,blue
14297,black,black
14298,white,white
14300,its a round clock,round
14301,orange,orange
14302,black,black
14303,yes,yes
14304,red,red
14306,yes,yes
14307,red,red
14309,black,black
14310,leather,leather
14313,red,red
14316,black,black
14317,black,black
14318,black,black
14319,peppermint,peppermint
14321,its a square pedal,square
14322,yes,yes
14323,blue,blue
14324,black,black
14326,yes,yes
14327,white,white
14328,black,black
14329,yes,yes
14330,brown,brown
14333,yes,yes
14334,yes,yes
14335,green,green
14336,rose,rose
14337,yes,yes
14338,white,white
14339,suede,suede
14343,yellow,yellow
14344,yes,yes
14346,black,black
14347,black,black
14348,yes,yes
14349,black,black
14350,yes,yes
14351,black,black
14352,black,black
14353,white,white
14358,blue,blue
14359,yes,yes
14364,white,white
14366,white,white
14367,black,black
14370,yes,yes
14371,the legs are square,square
14372,they are round,round
14374,royal blue,blue
14379,blue,blue
14380,blue,blue
14381,white,white
14382,yes,yes
14384,yes,yes
14385,black,black
14386,yes,yes
14387,its a clear bottle with a white cap,white
14389,green,green
14390,yes,yes
14391,yes,yes
14393,theyre a shape called a cylindrical shape,cylindrical
14396,yes,yes
14397,yellow,yellow
14398,grey,grey
14401,it is a yellow topaz,yellow
14402,red,red
14403,yes,yes
14404,yes,yes
14405,black,black
14406,white,white
14407,yes,yes
14412,black,black
14413,red,red
14414,the toe is a flat open toe with,open
14415,black,black
14416,black,black
14418,black,black
14419,black,black
14420,rectangular,rectangular
14421,the hooks are black,black
14422,white,white
14423,black,black
14425,red,red
14428,they are square,square
14429,yes,yes
14431,black,black
14432,yes,yes
14433,blue,blue
14434,yes,yes
14436,yes,yes
14437,yes,yes
14440,white,white
14441,white,white
14444,yes,yes
14445,black,black
14446,yes,yes
14447,yes,yes
14448,black,black
14453,black,black
14454,white,white
14455,metal,metal
14457,black,black
14458,yes,yes
14459,yes,yes
14461,yes,yes
14462,yes,yes
14464,pink,pink
14466,yes,yes
14468,black,black
14469,yes,yes
14470,pink,pink
14471,yes,yes
14472,yes,yes
14474,yes,yes
14475,black,black
14477,white,white
14478,they are round,round
14479,black,black
14480,yes,yes
14482,yes,yes
14483,yes,yes
14484,black,black
14485,white,white
14486,black,black
14487,round,round
14488,blue,blue
14489,gray,gray
14490,yes,yes
14491,yes,yes
14493,yes,yes
14494,black,black
14495,black,black
14497,blue,blue
14498,yes,yes
14500,yes,yes
14501,black,black
14503,blue,blue
14505,,cabinet
14506,blue,blue
14507,yes,yes
14508,black,black
14510,black,black
14513,green,green
14514,blue,blue
14515,a cat,cat
14518,beige,beige
14519,yes,yes
14520,yes,yes
14521,dog,dog
14522,yes,yes
14524,yes,yes
14526,yes,yes
14527,the treats are shaped like a dog bone,bone
14529,black,black
14530,black,black
14534,pink,pink
14535,yes,yes
14537,yes,yes
14538,white,white
14539,a cat,cat
14540,yes,yes
14541,orange,orange
14542,black,black
14544,salmon,salmon
14545,blue,blue
14546,its blue,blue
14547,blue,blue
14548,green dental chews size tiny,green
14549,yes,yes
14550,yes,yes
14551,black,black
14553,black,black
14556,green,green
14558,beige,beige
14559,beige,beige
14560,dog,dog
14561,brown,brown
14562,beige,beige
14563,yes,yes
14567,yes,yes
14569,green,green
14570,green,green
14571,yes,yes
14572,brown,brown
14573,yes,yes
14575,yes,yes
14576,beige,beige
14577,yes,yes
14578,black,black
14579,yes,yes
14581,yellow,yellow
14583,yes,yes
14584,yes,yes
14585,blue,blue
14586,lifelong® stuffed dog biscuits,dog
14587,white,white
14588,yes,yes
14593,blue,blue
14596,yes,yes
14597,blue,blue
14598,white,white
14601,red,red
14602,yes,yes
14603,yes,yes
14605,yellow,yellow
14606,green,green
14608,blue,blue
14609,black,black
14610,yes,yes
14611,blue,blue
14612,grey,grey
14613,the object is beige,beige
14614,yes,yes
14615,blue,blue
14617,black,black
14619,yes,yes
14620,yes,yes
14621,yes,yes
14623,green,green
14624,green,green
14625,black,black
14628,yes,yes
14630,black,black
14631,blue,blue
14632,beige,beige
14633,a cat tree,cat
14635,blue,blue
14636,yes,yes
14639,whole paws blueberry cinnamon biscuits,biscuits
14640,small breed chicken flavor,chicken
14642,beige,beige
14643,yes,yes
14644,beige,beige
14645,green,green
14647,brown,brown
14648,black,black
14650,wood,wood
14651,yes,yes
14652,yes,yes
14653,yes,yes
14654,grey,grey
14657,yes,yes
14658,they are all round,round
14659,green dental chews size medium,green
14660,black,black
14663,yellow,yellow
14666,blue,blue
14667,black,black
14668,beige,beige
14672,yes,yes
14673,round,round
14674,the bed is a rectangular shape with a blue,rectangular
14676,round,round
14677,red,red
14678,yes,yes
14680,red,red
14681,yes,yes
14682,yes,yes
14683,black,black
14685,yes,yes
14686,yes,yes
14687,beige,beige
14689,yes,yes
14690,the base is square,square
14692,yes,yes
14693,yes,yes
14695,yes,yes
14697,black,black
14698,yes,yes
14699,black,black
14700,yes,yes
14701,yes,yes
14702,yes,yes
14703,the ramp is made of plastic,plastic
14705,it is a triangle shape,triangle
14707,beige,beige
14708,purple,purple
14710,yes,yes
14712,yes,yes
14715,a cat,cat
14716,blue,blue
14717,brown,brown
14718,yes,yes
14719,green,green
14720,yes,yes
14721,black,black
14722,blue,blue
14723,yes,yes
14724,yes,yes
14725,a cat,cat
14726,yes,yes
14727,yes,yes
14728,yes,yes
14729,blue,blue
14734,dog,dog
14737,blue,blue
14738,blue,blue
14739,yes,yes
14742,pink,pink
14743,grey,grey
14744,yes,yes
14745,red,red
14746,yes,yes
14748,blue,blue
14750,black,black
14751,yes,yes
14752,green,green
14753,round,round
14754,grey,grey
14755,beige,beige
14757,yes,yes
14759,white,white
14760,white,white
14764,yes,yes
14767,green,green
14768,purple,purple
14770,yes,yes
14772,grey,grey
14773,black,black
14775,red,red
14776,black,black
14777,brown,brown
14781,yes,yes
14783,orange,orange
14785,brown,brown
14786,blue,blue
14787,yes,yes
14788,yes,yes
14789,yes,yes
14791,yes,yes
14792,yes,yes
14793,yes,yes
14795,yes,yes
14796,round,round
14800,yes,yes
14803,yes,yes
14815,yes,yes
14820,yes,yes
14821,the rug is a light grey,grey
14824,red blue and white,blue
14827,yes,yes
14831,round,round
14832,rectangle,rectangle
14834,yes,yes
14835,yes,yes
14838,yes,yes
14842,plaid,plaid
14843,yes,yes
14845,yes,yes
14846,yes,yes
14847,yes,yes
14852,yes,yes
14853,yes,yes
14855,yes,yes
14856,rectangle,rectangle
14860,red,red
14862,yes,yes
14863,yes,yes
14865,yes,yes
14872,yes,yes
14874,the rug is made of wool and has a geometric,geometric
14876,yes,yes
14877,striped,striped
14880,it is a rectangle,rectangle
14882,yes,yes
14883,it is a rectangle,rectangle
14885,yes,yes
14889,yes,yes
14890,yes,yes
14892,rectangle,rectangle
14894,yes,yes
14895,rectangle,rectangle
14898,yes,yes
14900,round,round
14901,geometric,geometric
14902,yes,yes
14911,plaid,plaid
14912,rectangle,rectangle
14918,the rug is a blue and red floral pattern,floral
14920,yes,yes
14927,yes,yes
14929,yes,yes
14933,yes,yes
14936,rectangle,rectangle
14941,yes,yes
14945,yes,yes
14947,yes,yes
14948,yes,yes
14954,yes,yes
14956,yes,yes
14958,yes,yes
14961,yes,yes
14962,yes,yes
14966,yes,yes
14968,yes,yes
14969,yes,yes
14980,yes,yes
14990,its a geometric pattern,geometric
14991,yes,yes
14997,yes,yes
14998,yes,yes
15001,rectangle,rectangle
15003,yes,yes
15007,yes,yes
15015,black,black
15016,black,black
15017,black,black
15018,yes,yes
15020,yes,yes
15021,yes,yes
15023,black,black
15025,black,black
15027,white,white
15028,black,black
15029,black,black
15030,black,black
15032,yes,yes
15033,suede,suede
15035,yes,yes
15037,black,black
15038,yes,yes
15042,yes,yes
15043,black,black
15044,black,black
15046,the shoes are made of leather,leather
15047,yes,yes
15051,yes,yes
15052,black,black
15054,black,black
15055,yes,yes
15056,grey,grey
15059,yes,yes
15060,the boot is made of suede,suede
15061,grey,grey
15063,yes,yes
15064,black,black
15065,white,white
15066,the shoelaces are round but the sho,round
15068,black and green,green
15069,the shoe is made of leather and has a rubber,leather
15070,blueorange,orange
15071,brown,brown
15074,yes,yes
15076,white,white
15077,yes,yes
15079,yes,yes
15082,white,white
15086,yes,yes
15090,black,black
15091,yes,yes
15092,brown,brown
15093,yes,yes
15094,green,green
15095,yes,yes
15098,yes,yes
15100,black,black
15101,yes,yes
15102,yes,yes
15103,yes,yes
15104,white,white
15106,yes,yes
15108,black and red,red
15109,brown,brown
15110,yes,yes
15111,black,black
15112,grey,grey
15113,black,black
15114,yes,yes
15116,its a floral pattern,floral
15117,yes,yes
15118,white,white
15119,zebra print,zebra
15121,black,black
15122,yes,yes
15128,yes,yes
15131,white,white
15134,suede,suede
15136,yes,yes
15138,the shoes are striped,striped
15139,black,black
15140,gold,gold
15141,the boot is a high heel,high
15142,black,black
15143,black,black
15144,black,black
15145,yes,yes
15148,black,black
15149,black and yellow,yellow
15151,yes,yes
15153,black,black
15155,yes,yes
15156,yes,yes
15157,slipon,slipon
15158,yes,yes
15159,black,black
15160,yes,yes
15161,silver,silver
15164,red,red
15165,beige,beige
15166,yes,yes
15167,brown,brown
15168,yes,yes
15169,brown,brown
15170,it is a light pink,pink
15171,brown,brown
15174,yes,yes
15176,black,black
15177,loafers,loafer
15179,yes,yes
15182,brown,brown
15183,yes,yes
15184,yes,yes
15185,black,black
15186,the shoes closure is a buckle,buckle
15188,black,black
15190,yes,yes
15191,white,white
15193,leather,leather
15194,yes,yes
15196,yes,yes
15198,tan,tan
15199,black,black
15200,white,white
15201,black,black
15202,black,black
15203,yes,yes
15204,womens sandals,sandal
15205,grey,grey
15206,brown,brown
15207,black,black
15208,blue and white striped,striped
15210,yes,yes
15211,red,red
15213,white,white
15214,white,white
15215,brown,brown
15216,its a leopard print,leopard
15217,black,black
15218,yes,yes
15219,yes,yes
15220,brown,brown
15221,yes,yes
15222,yes,yes
15223,pink,pink
15224,yes,yes
15225,orange,orange
15226,leather,leather
15227,black,black
15228,beige,beige
15229,grey,grey
15230,it is a flat shoe with a pointed toe,flat
15231,yes,yes
15233,black,black
15234,yes,yes
15236,grey,grey
15239,yes,yes
15241,brown,brown
15242,brown,brown
15243,yes,yes
15247,brown,brown
15248,black,black
15249,black,black
15250,black,black
15251,yes,yes
15252,gold,gold
15256,grey,grey
15257,leather,leather
15258,black,black
15259,yes,yes
15260,leather,leather
15262,silver,silver
15263,yes,yes
15264,black,black
15265,blue and yellow,blue
15267,black,black
15268,camo,camouflage
15269,black and red,red
15270,yes,yes
15272,yes,yes
15273,yes,yes
15274,black,black
15275,they are green,green
15276,yes,yes
15277,brown,brown
15278,black,black
15279,white,white
15280,green,green
15281,brown,brown
15283,black,black
15284,yes,yes
15286,yes,yes
15287,blue,blue
15289,black,black
15290,yes,yes
15291,blue,blue
15292,black,black
15293,black,black
15295,yes,yes
15296,black,black
15297,black,black
15298,black,black
15299,blue,blue
15301,white,white
15302,brown,brown
15303,white,white
15306,yes,yes
15307,yes,yes
15308,black,black
15310,black,black
15312,yes,yes
15314,yes,yes
15315,white,white
