path,generated_question,generated_answer,raw_model_output,model_prediction,cleaned_prediction,cleaned_ground_truth
02/02217950.jpg,What color is this case?,Blue,['Question: What color is this case? Answer: Blue\n'],Blue,blue,blue
50/5032eb3b.jpg,What color is the case on the cellular phone?,Black,['Question: What color is the case on the cellular phone? Answer: black\n'],black,black,black
81/81034e6b.jpg,What is the main color of the phone case?,Yellow and purple,"['Question: What is the main color of the phone case? Answer: The phone case is made of a bright yellow,']","The phone case is made of a bright yellow,",the phone case is made of a bright yellow,yellow and purple
ec/ecc1b852.jpg,What type of product is this?,cellular phone case,['Question: What type of product is this? Answer: This is a phone case for iphone x'],This is a phone case for iphone x,this is a phone case for iphone x,cellular phone case
4b/4b1d6e26.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: Phone case\n'],Phone case,phone case,cellular phone case
81/81599fad.jpg,What color is the phone case?,Multicolored,"['Question: What color is the phone case? Answer: Red, yellow, blue, pink, green,']","Red, yellow, blue, pink, green,",red yellow blue pink green,multicolored
b4/b44c688e.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer:\n'],,,cellular phone case
11/11be86be.jpg,What color is this product?,Brown,['Question: What color is this product? Answer: Yellow\n'],Yellow,yellow,brown
e6/e619f95e.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: Hello Kitty\n'],Hello Kitty,hello kitty,cell phone case
70/703b7084.jpg,What material is this cellular phone case made of?,Silicone,['Question: What material is this cellular phone case made of? Answer: Silicone\n'],Silicone,silicone,silicone
44/44f1fc7b.jpg,What color is the phone case?,Gold,['Question: What color is the phone case? Answer: Gold\n'],Gold,gold,gold
69/690e8654.jpg,What color is the product?,Purple,['Question: What color is the product? Answer: Purple\n'],Purple,purple,purple
0c/0c0bdfb4.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer:\n'],,,cellular phone case
62/625dc3af.jpg,What material is this phone case made of?,Plastic,['Question: What material is this phone case made of? Answer: Polycarbonate\n'],Polycarbonate,polycarbonate,plastic
8b/8b4db4c6.jpg,What color is this case?,Multicolor,"[""Question: What color is this case? Answer: It's a colorful bubble design\n""]",It's a colorful bubble design,its a colorful bubble design,multicolor
f6/f6e0f006.jpg,What type of product is this?,Phone case,['Question: What type of product is this? Answer:\n'],,,phone case
c0/c07b3731.jpg,What type of product is this?,cellular phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
5c/5c210120.jpg,What is the main color of this case?,Blue,['Question: What is the main color of this case? Answer: Blue\n'],Blue,blue,blue
b9/b9fbe308.jpg,What color is the cell phone case in the image?,Pink,['Question: What color is the cell phone case in the image? Answer: pink\n'],pink,pink,pink
0b/0b0cf2e3.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: A case for a samsung note 2\n'],A case for a samsung note 2,a case for a samsung note 2,cell phone case
5b/5b3dd9db.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: girl boss\n'],girl boss,girl boss,cellular phone case
d9/d944cf61.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: A mobile phone case\n'],A mobile phone case,a mobile phone case,cellular phone case
cd/cdc91918.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: This is a phone case\n'],This is a phone case,this is a phone case,cellular phone case
b0/b0e78216.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: Phone case\n'],Phone case,phone case,cellular phone case
e5/e5ed43f0.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: Art\n'],Art,art,cellular phone case
ea/ead20859.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cell phone case
06/062c6cc4.jpg,What color is this phone case?,Red,['Question: What color is this phone case? Answer: Red\n'],Red,red,red
27/27d4f45f.jpg,What is the main color of this product?,Pink,['Question: What is the main color of this product? Answer: pink\n'],pink,pink,pink
69/692038bc.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: Mobile phone case\n'],Mobile phone case,mobile phone case,cellular phone case
0b/0ba7387d.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: This is a phone case\n'],This is a phone case,this is a phone case,cell phone case
0e/0e960c47.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: Case for samsung galaxy a8\n'],Case for samsung galaxy a8,case for samsung galaxy a8,cell phone case
04/045b1db2.jpg,What is the main color of this [cell phone case]?,Other,"['Question: What is the main color of this [cell phone case]? Answer: Red, blue, yellow, orange, green,']","Red, blue, yellow, orange, green,",red blue yellow orange green,other
1f/1f28420e.jpg,What material is the case of this huawei honor 4c?,Plastic,['Question: What material is the case of this huawei honor 4c? Answer: Plastic\n'],Plastic,plastic,plastic
1c/1c68a16e.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: Beard phone case\n'],Beard phone case,beard phone case,cellular phone case
f8/f8a78cbe.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: iphone x case\n'],iphone x case,iphone x case,cellular phone case
9e/9e7b59ac.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: This is a phone case\n'],This is a phone case,this is a phone case,cellular phone case
17/17a370e2.jpg,What color is the phone case?,Multicolor,['Question: What color is the phone case? Answer: Black\n'],Black,black,multicolor
7a/7a13b753.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: Phone case\n'],Phone case,phone case,cellular phone case
12/12017a5d.jpg,What color is this phone case?,Orange,['Question: What color is this phone case? Answer: Orange\n'],Orange,orange,orange
4b/4b7774df.jpg,What color is this pill bottle case?,White,['Question: What color is this pill bottle case? Answer: it is a colorful pill bottle case\n'],it is a colorful pill bottle case,it is a colorful pill bottle case,white
57/5730c62c.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: This is a phone case\n'],This is a phone case,this is a phone case,cellular phone case
35/3503ba04.jpg,What is the brand name on the case?,Mona,['Question: What is the brand name on the case? Answer:\n'],,,mona
30/30a18a57.jpg,What color is the case in the image?,Yellow,['Question: What color is the case in the image? Answer: Yellow\n'],Yellow,yellow,yellow
44/442a57dd.jpg,What color is this phone case?,Multi-colored,['Question: What color is this phone case? Answer: pink\n'],pink,pink,multicolored
ab/abc5a8fe.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: Customized denim jeans case for samsung galaxy a'],Customized denim jeans case for samsung galaxy a,customized denim jeans case for samsung galaxy a,cellular phone case
2e/2e7ddd82.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: Happy girls are the prettiest\n'],Happy girls are the prettiest,happy girls are the prettiest,cellular phone case
aa/aa26c026.jpg,What letter is on the case?,W,['Question: What letter is on the case? Answer: w\n'],w,w,w
a1/a134a44e.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: This is a mobile phone case\n'],This is a mobile phone case,this is a mobile phone case,cell phone case
ac/acd3d1b3.jpg,What is the main color of this phone case?,Multicolor,['Question: What is the main color of this phone case? Answer: gold\n'],gold,gold,multicolor
46/46eee49a.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: This is a phone case\n'],This is a phone case,this is a phone case,cellular phone case
37/3706e923.jpg,What color is this cellular phone case?,Brown,['Question: What color is this cellular phone case? Answer: White\n'],White,white,brown
2c/2c1614d5.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cell phone case
78/7852ee37.jpg,What is the main color of this phone case?,Multicolor,['Question: What is the main color of this phone case? Answer: Red\n'],Red,red,multicolor
69/69782e57.jpg,What is the main color of this phone case?,Black,['Question: What is the main color of this phone case? Answer: Black\n'],Black,black,black
9a/9ae0ced4.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
91/91810b42.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: This is a phone case\n'],This is a phone case,this is a phone case,cellular phone case
a6/a69566d0.jpg,What type of product is this?,cellular phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
4b/4b151b11.jpg,What color is this product?,Red,['Question: What color is this product? Answer: Red\n'],Red,red,red
dc/dc450968.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer:\n'],,,cell phone case
1e/1e9afa28.jpg,What is the main color of this product?,Red,['Question: What is the main color of this product? Answer: Red\n'],Red,red,red
39/3958bd56.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: This is a phone case\n'],This is a phone case,this is a phone case,cell phone case
1b/1bc5782f.jpg,What type of product is this?,Cellular_phone_case,['Question: What type of product is this? Answer: Motorola moto g4 plus mobile phone case'],Motorola moto g4 plus mobile phone case,motorola moto g4 plus mobile phone case,cellular phone case
9c/9c5dace5.jpg,What color is the cell phone case?,Purple,['Question: What color is the cell phone case? Answer: purple\n'],purple,purple,purple
cc/ccef3cee.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cell phone case
37/37382eef.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
57/5715bd1a.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: the punisher skull\n'],the punisher skull,the punisher skull,cellular phone case
38/3871af9e.jpg,What color is the phone case in the image?,Blue,['Question: What color is the phone case in the image? Answer: blue hydrangea\n'],blue hydrangea,blue hydrangea,blue
a5/a5f03a50.jpg,What color is the case?,Red,['Question: What color is the case? Answer: Red and white\n'],Red and white,red and white,red
f9/f9d71184.jpg,What is the main color of this cell phone case?,Blue,['Question: What is the main color of this cell phone case? Answer: blue\n'],blue,blue,blue
9b/9b97ab54.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: Amazon\n'],Amazon,amazon,cellular phone case
b0/b097cbb6.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: This is a phone case\n'],This is a phone case,this is a phone case,cellular phone case
b8/b84a7d6e.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: a phone case\n'],a phone case,a phone case,cellular phone case
0b/0b178ee3.jpg,What color is the phone case?,Multi-color,['Question: What color is the phone case? Answer:\n'],,,multicolor
b8/b8b32233.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: This is a mobile phone case\n'],This is a mobile phone case,this is a mobile phone case,cellular phone case
18/18174155.jpg,What is the main color of the product?,Multicolor,['Question: What is the main color of the product? Answer: Black\n'],Black,black,multicolor
19/193d986e.jpg,What color is the cup in the product image?,Green,['Question: What color is the cup in the product image? Answer: It is a cup of coffee\n'],It is a cup of coffee,it is a cup of coffee,green
7e/7e616907.jpg,What is the main color of the case?,Pink,['Question: What is the main color of the case? Answer: White\n'],White,white,pink
9e/9e6a6933.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: Case for iphone 5c\n'],Case for iphone 5c,case for iphone 5c,cellular phone case
68/68537b9c.jpg,What is the main color of this product?,Yellow,['Question: What is the main color of this product? Answer: Yellow\n'],Yellow,yellow,yellow
b5/b5329ea0.jpg,What color is this product?,Blue,['Question: What color is this product? Answer: Blue\n'],Blue,blue,blue
24/24dbd1a9.jpg,What color is this cell phone case?,Gold,['Question: What color is this cell phone case? Answer: gold glitter\n'],gold glitter,gold glitter,gold
16/16fb3969.jpg,What color is this phone case?,Black,['Question: What color is this phone case? Answer: Black\n'],Black,black,black
9d/9d3f4327.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: Super cool case for samsung galaxy a5\n'],Super cool case for samsung galaxy a5,super cool case for samsung galaxy a5,cell phone case
9e/9e0399fe.jpg,What is the main color of this product?,Multicolor,['Question: What is the main color of this product? Answer: Red\n'],Red,red,multicolor
12/12b90aef.jpg,What type of product is this?,cell phone case,['Question: What type of product is this? Answer: Product is a phone case\n'],Product is a phone case,product is a phone case,cell phone case
0c/0cec80ed.jpg,What type of product is this?,cellular phone case,['Question: What type of product is this? Answer: huawei mate 20 pro flip cover\n'],huawei mate 20 pro flip cover,huawei mate 20 pro flip cover,cellular phone case
9d/9d37c823.jpg,What color is this product?,White,['Question: What color is this product? Answer: This product is made of wood\n'],This product is made of wood,this product is made of wood,white
84/848d2ec1.jpg,What is the main color of the cellular phone case?,Pink,['Question: What is the main color of the cellular phone case? Answer: pink\n'],pink,pink,pink
9c/9c72447d.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: This is a wooden case for the redmi note'],This is a wooden case for the redmi note,this is a wooden case for the redmi note,cellular phone case
96/969bf14e.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
66/66380c29.jpg,What color is this product?,Multicolor,['Question: What color is this product? Answer: This product is a case for the samsung note'],This product is a case for the samsung note,this product is a case for the samsung note,multicolor
53/53d67724.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
96/964f996a.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: iphone 6 plus case\n'],iphone 6 plus case,iphone 6 plus case,cellular phone case
ce/ce3c93b9.jpg,What material is the phone case made of?,Brick,['Question: What material is the phone case made of? Answer: Plastic\n'],Plastic,plastic,brick
2d/2dd2c067.jpg,What color is the phone case?,Blue,['Question: What color is the phone case? Answer: black and white\n'],black and white,black and white,blue
93/936313d1.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: Hello Kitty\n'],Hello Kitty,hello kitty,cellular phone case
7c/7ceb9859.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: dog\n'],dog,dog,cellular phone case
f4/f43f398c.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: Case for samsung galaxy a5\n'],Case for samsung galaxy a5,case for samsung galaxy a5,cell phone case
fd/fd1c46fb.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: Mobile case\n'],Mobile case,mobile case,cellular phone case
a7/a714b54f.jpg,What is the main color of the phone case in this image?,Rainbow,['Question: What is the main color of the phone case in this image? Answer: rainbow\n'],rainbow,rainbow,rainbow
41/410bf81d.jpg,What is the main color of this product?,Brown,['Question: What is the main color of this product? Answer: Black\n'],Black,black,brown
22/2273401e.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: This is a case for the phone\n'],This is a case for the phone,this is a case for the phone,cellular phone case
81/811cf48a.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: Phone case\n'],Phone case,phone case,cellular phone case
c0/c0042fda.jpg,What is the type of product shown in the image?,cellular_phone_case,['Question: What is the type of product shown in the image? Answer: queen\n'],queen,queen,cellular phone case
66/665af78c.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cell phone case
04/04abfe60.jpg,What is the main color of the phone case in the image?,Black,['Question: What is the main color of the phone case in the image? Answer: Red\n'],Red,red,black
20/203ed1e2.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cell phone case
1c/1cae5ade.jpg,What color is the phone case in this image?,Black,['Question: What color is the phone case in this image? Answer: Black and white\n'],Black and white,black and white,black
c4/c448d421.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: This is a back cover for the phone\n'],This is a back cover for the phone,this is a back cover for the phone,cell phone case
49/4930682f.jpg,What is the main color of this phone case?,Brown,['Question: What is the main color of this phone case? Answer:\n'],,,brown
0e/0e182e8a.jpg,What color is the phone case?,Multicolor,['Question: What color is the phone case? Answer: pink\n'],pink,pink,multicolor
a5/a56be286.jpg,What type of product is this?,Cellular_phone_case,['Question: What type of product is this? Answer: iphone 6 plus case\n'],iphone 6 plus case,iphone 6 plus case,cellular phone case
db/db94ac67.jpg,What type of product is this?,cellular phone case,['Question: What type of product is this? Answer: iphone 6 plus case\n'],iphone 6 plus case,iphone 6 plus case,cellular phone case
24/24180912.jpg,What is the main color of this phone case?,Pink,['Question: What is the main color of this phone case? Answer: Red\n'],Red,red,pink
76/762f13ca.jpg,What color is this cell phone case?,Pink,['Question: What color is this cell phone case? Answer: Hello kitty\n'],Hello kitty,hello kitty,pink
e0/e0c4b384.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer:\n'],,,cell phone case
d1/d1f425aa.jpg,What color is the phone?,Black,['Question: What color is the phone? Answer: Black\n'],Black,black,black
34/3481e364.jpg,What is the main color of the product?,White,['Question: What is the main color of the product? Answer: Black\n'],Black,black,white
e1/e11881a0.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cell phone case
db/dbe8ca6d.jpg,What color is this phone case?,Yellow,['Question: What color is this phone case? Answer: Black with pink stars\n'],Black with pink stars,black with pink stars,yellow
7f/7f8691e5.jpg,What is the main color of this product?,Pink,['Question: What is the main color of this product? Answer: pink\n'],pink,pink,pink
e7/e759e6b0.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: This is a phone case for the sony x'],This is a phone case for the sony x,this is a phone case for the sony x,cell phone case
dc/dcb582dc.jpg,What material is this product made of?,Silicone,['Question: What material is this product made of? Answer: Polycarbonate\n'],Polycarbonate,polycarbonate,silicone
d3/d39e8425.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: iphone xs max case\n'],iphone xs max case,iphone xs max case,cellular phone case
4f/4f6d047d.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: This is a phone case\n'],This is a phone case,this is a phone case,cellular phone case
04/04ab483b.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
df/df3d9194.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cell phone case
14/1463f3d7.jpg,What color is the phone case in this image?,Multicolor,['Question: What color is the phone case in this image? Answer:\n'],,,multicolor
33/3330fb1c.jpg,What is the color of this phone case?,Multicolor,['Question: What is the color of this phone case? Answer: Blue\n'],Blue,blue,multicolor
f3/f3333969.jpg,What material is this phone case made of?,Plastic,['Question: What material is this phone case made of? Answer: Plastic\n'],Plastic,plastic,plastic
01/01f90b31.jpg,What is the main color of the phone case in the image?,Pink,['Question: What is the main color of the phone case in the image? Answer: pink\n'],pink,pink,pink
3b/3b993119.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: Love Love Love Love Love Love Love Love Love Love'],Love Love Love Love Love Love Love Love Love Love,love love love love love love love love love love,cellular phone case
6d/6dbbd355.jpg,What color is the phone case?,Blue,['Question: What color is the phone case? Answer: Love\n'],Love,love,blue
f5/f502340d.jpg,What color is the phone case?,Multicolor,['Question: What color is the phone case? Answer: White\n'],White,white,multicolor
11/1157dcb4.jpg,What color is the phone case?,Multicolor,['Question: What color is the phone case? Answer: green\n'],green,green,multicolor
a2/a268a085.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer:\n'],,,cell phone case
92/92b9fc0d.jpg,What type of product is this?,Cellular phone,['Question: What type of product is this? Answer:\n'],,,cellular phone
31/31f3e00c.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: Motorola moto g4 plus case\n'],Motorola moto g4 plus case,motorola moto g4 plus case,cellular phone case
ed/ed7b01ba.jpg,What material is the phone case made of?,Wood,['Question: What material is the phone case made of? Answer: Plastic\n'],Plastic,plastic,wood
58/581981e8.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: This is a phone case for samsung galaxy a'],This is a phone case for samsung galaxy a,this is a phone case for samsung galaxy a,cellular phone case
22/220dc60d.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: Motorola moto x4\n'],Motorola moto x4,motorola moto x4,cell phone case
03/037d63b7.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: A case for a samsung s4\n'],A case for a samsung s4,a case for a samsung s4,cellular phone case
d1/d14c3ea7.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
10/104f02b5.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: This is a case for the samsung galaxy s'],This is a case for the samsung galaxy s,this is a case for the samsung galaxy s,cellular phone case
8d/8d840c76.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
b5/b506ae04.jpg,What color is the phone case?,Blue,['Question: What color is the phone case? Answer: Red and pink\n'],Red and pink,red and pink,blue
e5/e5369427.jpg,What color is this case?,Multicolor,"[""Question: What color is this case? Answer: it's a lion\n""]",it's a lion,its a lion,multicolor
dd/dd1f4edf.jpg,What color is the product in the image?,Blue,['Question: What color is the product in the image? Answer: Blue\n'],Blue,blue,blue
6b/6b9fca3b.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
f1/f1263a42.jpg,What type of phone case is this?,Lion,['Question: What type of phone case is this? Answer: lion\n'],lion,lion,lion
c8/c8ce2ebb.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: This is a phone case\n'],This is a phone case,this is a phone case,cell phone case
67/679d4a9b.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: Motorola moto g5s plus case\n'],Motorola moto g5s plus case,motorola moto g5s plus case,cellular phone case
66/66f1f21a.jpg,What color is this cell phone case?,Black,['Question: What color is this cell phone case? Answer: black\n'],black,black,black
3b/3bbd4135.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
ed/edb9856f.jpg,What type of product is this?,cellular phone case,['Question: What type of product is this? Answer: This is a phone case\n'],This is a phone case,this is a phone case,cellular phone case
b3/b3fccd14.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: This is a phone case\n'],This is a phone case,this is a phone case,cellular phone case
5a/5a4ffec6.jpg,What type of product is this?,cellular phone case,['Question: What type of product is this? Answer:\n'],,,cellular phone case
f7/f70bb06e.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: Customized mobile cover for samsung galaxy note 9'],Customized mobile cover for samsung galaxy note 9,customized mobile cover for samsung galaxy note 9,cell phone case
e0/e0a5b5be.jpg,What color is the main object in this image?,Multicolor,['Question: What color is the main object in this image? Answer: green\n'],green,green,multicolor
a9/a9396c8f.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: a phone case\n'],a phone case,a phone case,cell phone case
08/0847ccf6.jpg,What material is this cellular phone case made of?,Leather,['Question: What material is this cellular phone case made of? Answer: Polycarbonate\n'],Polycarbonate,polycarbonate,leather
f5/f522d5bb.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: iphone 11 pro case\n'],iphone 11 pro case,iphone 11 pro case,cellular phone case
07/0725ce1a.jpg,What type of phone case is this?,Htc desire 628,['Question: What type of phone case is this? Answer: Happy girls are the prettiest\n'],Happy girls are the prettiest,happy girls are the prettiest,htc desire 628
04/042751a8.jpg,What type of phone case is this?,Gionee elife s7,['Question: What type of phone case is this? Answer:\n'],,,gionee elife s7
96/9616d97d.jpg,What is the product category?,Cellular phone case,['Question: What is the product category? Answer:\n'],,,cellular phone case
fa/fae7f782.jpg,What color is this phone case?,Blue,['Question: What color is this phone case? Answer: blue\n'],blue,blue,blue
02/02a1ac0d.jpg,What is the main color of this product?,Blue,['Question: What is the main color of this product? Answer: Red\n'],Red,red,blue
de/deae8d63.jpg,What is the main color of the phone case?,Pink,['Question: What is the main color of the phone case? Answer: pink\n'],pink,pink,pink
58/584b94f9.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
b9/b979cacc.jpg,What is the main visible object in the image?,Cell phone,['Question: What is the main visible object in the image? Answer: The main visible object in the image is a basketball'],The main visible object in the image is a basketball,the main visible object in the image is a basketball,cell phone
38/3847b535.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
1e/1e9db194.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
75/75f3e783.jpg,What color is this phone case?,Purple,['Question: What color is this phone case? Answer: Purple flowers\n'],Purple flowers,purple flowers,purple
9b/9be30caf.jpg,What color is the phone case?,Purple,['Question: What color is the phone case? Answer: Blue\n'],Blue,blue,purple
8f/8fd47cf6.jpg,What is the shape of this cell phone case?,Rectangle,['Question: What is the shape of this cell phone case? Answer: It is a square\n'],It is a square,it is a square,rectangle
12/129be544.jpg,What color is the case on this phone?,Orange,['Question: What color is the case on this phone? Answer: Orange\n'],Orange,orange,orange
51/516cf82a.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: girl boss\n'],girl boss,girl boss,cellular phone case
bf/bf24b051.jpg,What color is this phone case?,Purple,['Question: What color is this phone case? Answer: Black\n'],Black,black,purple
9a/9ab136bc.jpg,What type of phone is this?,Other,['Question: What type of phone is this? Answer: This is a samsung galaxy s3\n'],This is a samsung galaxy s3,this is a samsung galaxy s3,other
c6/c6ca0fca.jpg,What color is this phone case?,Multicolor,['Question: What color is this phone case? Answer:\n'],,,multicolor
64/646bc8b4.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: Tiger\n'],Tiger,tiger,cellular phone case
70/7034b97a.jpg,What is the material of the cell phone case in the image?,Silicon,['Question: What is the material of the cell phone case in the image? Answer:\n'],,,silicon
bd/bdb71b14.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: a phone case\n'],a phone case,a phone case,cellular phone case
8d/8d66a390.jpg,What color is the phone case in the image?,Brown,['Question: What color is the phone case in the image? Answer: Brown\n'],Brown,brown,brown
37/37a73282.jpg,What type of product is this?,cellular phone case,['Question: What type of product is this? Answer: mobile phone case\n'],mobile phone case,mobile phone case,cellular phone case
c6/c6ec57c6.jpg,What type of phone case is this?,Cellular_phone_case,['Question: What type of phone case is this? Answer: Abstract Art\n'],Abstract Art,abstract art,cellular phone case
a7/a72eb7a7.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: This is a mobile phone case\n'],This is a mobile phone case,this is a mobile phone case,cell phone case
3e/3ea0ac73.jpg,What color is the case?,Red,['Question: What color is the case? Answer: Orange\n'],Orange,orange,red
2c/2c122d01.jpg,What color is this phone case?,Multi,['Question: What color is this phone case? Answer: Hello Kitty\n'],Hello Kitty,hello kitty,multi
67/67d9968b.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
67/678cf11d.jpg,What is the main color of the product?,"Yellow, black, white",['Question: What is the main color of the product? Answer: Yellow\n'],Yellow,yellow,yellow black white
46/46de70f1.jpg,What is the main color of this phone case?,Multi-color,['Question: What is the main color of this phone case? Answer: Black\n'],Black,black,multicolor
d6/d69600aa.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: This is a phone case for motorola moto'],This is a phone case for motorola moto,this is a phone case for motorola moto,cellular phone case
60/6070d924.jpg,What color is the product?,Silver,['Question: What color is the product? Answer: White\n'],White,white,silver
fb/fbb83de8.jpg,What type of product is this?,Cellular_phone_case,['Question: What type of product is this? Answer: Case for sony xperia z3 compact\n'],Case for sony xperia z3 compact,case for sony xperia z3 compact,cellular phone case
19/19ef82c5.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: a phone case\n'],a phone case,a phone case,cell phone case
b0/b078b9ad.jpg,What is the main color of this product?,Red,['Question: What is the main color of this product? Answer: Black\n'],Black,black,red
